Insurance,Type,Name,Indication,Carrier,Status,TimeRequirementType,TimeRequirementValue,CompleteRule
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Mutual of Omaha (Living Promise),Approved,none,,
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Oxford,Approved,none,,
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Elco (Silver Eagle),Approved,none,,
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Foresters (PlanRight),Approved,none,,
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Liberty Bankers,Approved,none,,
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,American Amicable (Senior Choice),Approved,none,,
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,American Amicable (Dignity Solutions),Approved,none,,
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,SBLI (Living Legacy),Approved,none,,
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Aflac (Final Expense),Approved,none,,
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,UHL,Approved,none,,
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,American Amicable (Peace of Mind),Approved,none,,
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,American Amicable (Golden Solution),Approved,none,,
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Baltimore Life (Silver Guard),Approved,none,,
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,GPM,Approved,none,,
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Bankers Fidelity Final Expense,Approved,none,,
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,American Amicable (American Legacy),Approved,none,,
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,American Amicable (Innovative Solutions),Approved,none,,
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,CVS (Aetna Accendo),Approved,none,,
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,American Amicable (Platinum Solution Legacy Plan),Approved,none,,
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,American Amicable (Family Protector Legacy Plan),Approved,none,,
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Pekin (Final Expense),Approved,none,,
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,American Home Life (Patriot Series),Approved,none,,
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Security National (Loyalty Plan),Approved,none,,
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,American Home Life (GuideStar 45+),Approved,none,,
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,American Amicable (Family Legacy),Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Senior Life (Platinum Protection),Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,American Amicable (Family Choice),Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Baltimore Life (iProvide 70+),Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Occidental Life (Dignity Solutions),Approved,none,,Not offered in TX
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Occidental Life (Peace of Mind Family Plan),Approved,none,,Not offered in TX
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,American Amicable (Platinum Solution Family Plan),Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Occidental Life (Senior Choice),Approved,none,,Not offered in TX
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,American Amicable (Peace of Mind NC),Approved,none,,Not offered in TX
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Occidental Life (Peace of Mind),Approved,none,,Not offered in TX
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,First Guaranty,Approved,none,,Not offered in TX
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,American Amicable (Family Solution),Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Occidental Life (Family Choice),Approved,none,,Not offered in TX
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Occidental Life (Peace of Mind NC),Approved,none,,Not offered in TX
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Occidental Life (American Legacy),Approved,none,,Not offered in TX
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Occidental Life (Family Protector Family Plan),Approved,none,,Not offered in TX
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,KSKJ,Approved,none,,Not offered in TX
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Occidental Life (Platinum Solution Legacy Plan),Approved,none,,Not offered in TX
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Occidental Life (Family Legacy),Approved,none,,Not offered in TX
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Family Benefit Life,Approved,none,,Not offered in TX
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Occidental Life (Innovative Choice),Approved,none,,Not offered in TX
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Baltimore Life (aPriority 0-49),Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Cica Life (Superior Choice),Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,CVS (Aetna Accendo) (MT),Approved,none,,Not offered in TX
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,American Amicable (American Guardian),Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Baltimore Life (aPriority 50+),Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Occidental Life (Innovative Solutions),Approved,none,,Not offered in TX
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,American Amicable (Innovative Choice),Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Occidental Life (Family Solution),Approved,none,,Not offered in TX
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Occidental Life (Platinum Solution Family Plan),Approved,none,,Not offered in TX
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Cincinnati Equitable,Approved,none,,Not offered in TX
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Bankers Fidelity Final Expense (MT),Approved,none,,Not offered in TX
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Occidental Life (Family Protector Legacy Plan),Approved,none,,Not offered in TX
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Occidental Life (American Guardian),Approved,none,,Not offered in TX
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,American Amicable (Peace of Mind Family Plan),Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,Occidental Life (Golden Solution),Approved,none,,Not offered in TX
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,American Amicable (Family Protector Family Plan),Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,"ADLs - Activities of Daily Living (Eating, Bathing, Dressing, etc)",General,AIG (SIWL),Approved,none,,
FEX,Condition,AIDS,General,Catholic Financial (Graded Whole Life),Approved,none,,
FEX,Condition,AIDS,General,Better Life,Approved,none,,
FEX,Condition,AIDS,General,Gerber,Approved,none,,
FEX,Condition,AIDS,General,Lafayette Life,Approved,permanent,,"If ever treated for AIDS, Graded"
FEX,Condition,AIDS,General,Cica Life (Superior Choice),Approved,permanent,,"If ever treated for AIDS, Citizens/CICA Life (Final Expense) Guaranteed"
FEX,Condition,AIDS,General,Fidelity Life (RAPIDecision Guaranteed Issue),Approved,none,,
FEX,Condition,AIDS,General,AIG (GIWL),Approved,none,,
FEX,Condition,AIDS,General,Elco (Silver Eagle),Approved,permanent,,"If ever treated for AIDS, Silver Eagle Guaranteed Issue"
FEX,Condition,AIDS,General,Occidental Life (Platinum Solution Family Plan),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,Cincinnati Equitable,Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,Bankers Fidelity Final Expense (MT),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,Mutual of Omaha (Living Promise),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,Occidental Life (Family Protector Legacy Plan),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,Trinity Life,Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,American Home Life (GuideStar 0-44),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,Occidental Life (American Guardian),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,Baltimore Life (Silver Guard),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,Baltimore Life (iProvide 45-69),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,SBLI (Living Legacy),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,Royal Arcanum (Whole Life),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,American Amicable (Peace of Mind Family Plan),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,Occidental Life (Golden Solution),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,American Amicable (Family Protector Family Plan),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,American Amicable (Golden Solution),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,Mountain Life,Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,Transamerica (Express),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,American Amicable (Family Legacy),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,Bankers Fidelity Final Expense,Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,Liberty Bankers,Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,Royal Neighbors (Ensured Legacy),Approved,permanent,,"If ever treated for AIDS, Ensured Legacy Graded | No rate available for $25,000.00 at age 51."
FEX,Condition,AIDS,General,Senior Life (Platinum Protection),Decline,time_based,5,"If treated for AIDS within 5 years, Decline"
FEX,Condition,AIDS,General,American Amicable (American Legacy),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,American Amicable (Peace of Mind),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,Lifeshield,Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,Lincoln Heritage,Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,American Amicable (Family Choice),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,Illinois Mutual (Path Protector Plus),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,CVS (Aetna Accendo),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,American Home Life (Patriot Series),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,Liberty Bankers (Home Service),Not Available,none,,Liberty Bankers (Home Service) is not available for underwriting.
FEX,Condition,AIDS,General,Baltimore Life (iProvide 70+),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,Americo,Not Available,none,,Americo is not available for underwriting.
FEX,Condition,AIDS,General,Occidental Life (Dignity Solutions),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,Occidental Life (Peace of Mind Family Plan),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,Transamerica (Solutions),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,American Amicable (Platinum Solution Legacy Plan),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,Aflac (Final Expense),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,AIG (SIWL),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,American Amicable (Platinum Solution Family Plan),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,American Amicable (Innovative Solutions),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,Occidental Life (Senior Choice),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,Pekin (Final Expense),Decline,permanent,,"If ever treated for AIDS, Decline"
FEX,Condition,AIDS,General,American Home Life (GuideStar 45+),Decline,permanent,,"If ever treated for AIDS, Decline"
